legenda;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados
nao_queda_levantar;5.133;-2.528;7.551;9.474;5.138;-2.562;7.69;9.597;5.138;-2.605;7.728;9.639;5.186;-2.562;7.618;9.565;5.148;-2.581;7.647;9.573;5.157;-2.61;7.642;9.582;5.119;-2.61;7.633;9.554;5.119;-2.519;7.614;9.514;5.219;-2.591;7.666;9.629;5.21;-2.658;7.685;9.658;5.205;-2.6;7.642;9.605;5.195;-2.557;7.647;9.592;5.191;-2.533;7.604;9.549;5.152;-2.538;7.638;9.556;5.181;-2.586;7.661;9.603;5.195;-2.576;7.657;9.605;5.2;-2.571;7.633;9.587;5.08;-2.61;7.594;9.502;5.133;-2.586;7.657;9.574;5.167;-2.605;7.681;9.616;5.148;-2.61;7.666;9.596;5.143;-2.648;7.652;9.592;5.133;-2.562;7.618;9.537;5.119;-2.533;7.681;9.571;5.143;-2.538;7.628;9.543;5.119;-2.547;7.714;9.602;5.109;-2.629;7.657;9.573;5.128;-2.461;7.604;9.496;5.176;-2.591;7.618;9.568;5.157;-2.5;7.647;9.556;5.114;-2.715;7.676;9.615;5.205;-2.586;7.661;9.616;5.234;-2.648;7.685;9.668;5.239;-2.734;7.503;9.551;5.148;-2.897;7.532;9.572;5.277;-2.988;7.551;9.685;5.1;-2.974;7.652;9.664;4.851;-2.945;7.618;9.499;4.702;-2.849;7.551;9.341;4.731;-2.667;7.484;9.247;4.942;-2.519;7.192;9.082;5.133;-2.619;6.991;9.06;5.468;-2.662;7.187;9.415;5.77;-2.437;7.542;9.804;5.856;-2.102;7.843;10.012;5.851;-1.848;7.872;9.981;5.703;-1.628;7.939;9.91;5.258;-1.465;7.91;9.611;4.726;-1.389;8.265;9.621
nao_queda_levantar;5.2;-1.623;7.815;9.526;5.219;-1.69;7.939;9.65;5.186;-1.724;7.925;9.626;5.195;-1.743;7.887;9.604;5.195;-1.69;7.882;9.59;5.272;-1.106;7.896;9.559;4.908;-1.188;7.93;9.401;5.933;-4.53;11.751;13.921;4.391;-6.292;8.092;11.152;2.701;-5.473;3.658;7.116;0.45;-7.489;1.149;7.59;1.662;-9.414;1.441;9.668;2.03;-9.352;2.227;9.825;1.958;-9.285;2.011;9.7;1.958;-9.285;2.011;9.7;1.958;-9.285;2.011;9.7;1.958;-9.285;2.011;9.7;1.958;-9.285;2.011;9.7;1.958;-9.285;2.011;9.7;1.958;-9.285;2.011;9.7;1.958;-9.285;2.011;9.7;1.958;-9.285;2.011;9.7;1.958;-9.285;2.011;9.7;1.958;-9.285;2.011;9.7;1.958;-9.285;2.011;9.7;1.958;-9.285;2.011;9.7;1.958;-9.285;2.011;9.7;1.958;-9.285;2.011;9.7;1.958;-9.285;2.011;9.7;1.958;-9.285;2.011;9.7;1.958;-9.285;2.011;9.7;1.958;-9.285;2.011;9.7;1.958;-9.285;2.011;9.7;1.958;-9.285;2.011;9.7;1.958;-9.285;2.011;9.7;1.958;-9.285;2.011;9.7;1.958;-9.285;2.011;9.7;1.958;-9.285;2.011;9.7;1.958;-9.285;2.011;9.7;1.958;-9.285;2.011;9.7;1.958;-9.285;2.011;9.7;1.958;-9.285;2.011;9.7;1.958;-9.285;2.011;9.7;1.958;-9.285;2.011;9.7;1.958;-9.285;2.011;9.7;1.958;-9.285;2.011;9.7;1.958;-9.285;2.011;9.7;1.958;-9.285;2.011;9.7;1.958;-9.285;2.011;9.7
nao_queda_levantar;5.329;-2.212;7.575;9.523;5.339;-2.179;7.599;9.539;5.344;-2.198;7.685;9.615;5.813;-2.174;7.321;9.598;5.397;-1.944;7.283;9.271;3.16;-0.685;9.098;9.656;4.851;-2.897;7.523;9.408;6.876;-6.546;8.806;12.949;2.682;-6.483;4.061;8.106;0.709;-6.565;1.106;6.695;1.757;-9.486;0.546;9.663;2.16;-9.491;1.044;9.789;1.915;-9.448;1.226;9.717;1.915;-9.448;1.226;9.717;1.915;-9.448;1.226;9.717;1.915;-9.448;1.226;9.717;1.915;-9.448;1.226;9.717;1.915;-9.448;1.226;9.717;1.915;-9.448;1.226;9.717;1.915;-9.448;1.226;9.717;1.915;-9.448;1.226;9.717;1.915;-9.448;1.226;9.717;1.915;-9.448;1.226;9.717;1.915;-9.448;1.226;9.717;1.915;-9.448;1.226;9.717;1.915;-9.448;1.226;9.717;1.915;-9.448;1.226;9.717;1.915;-9.448;1.226;9.717;1.915;-9.448;1.226;9.717;1.915;-9.448;1.226;9.717;1.915;-9.448;1.226;9.717;1.915;-9.448;1.226;9.717;1.915;-9.448;1.226;9.717;1.915;-9.448;1.226;9.717;1.915;-9.448;1.226;9.717;1.915;-9.448;1.226;9.717;1.915;-9.448;1.226;9.717;1.915;-9.448;1.226;9.717;1.915;-9.448;1.226;9.717;1.915;-9.448;1.226;9.717;1.915;-9.448;1.226;9.717;1.915;-9.448;1.226;9.717;1.915;-9.448;1.226;9.717;1.915;-9.448;1.226;9.717;1.915;-9.448;1.226;9.717;1.915;-9.448;1.226;9.717;1.915;-9.448;1.226;9.717;1.915;-9.448;1.226;9.717;1.915;-9.448;1.226;9.717
nao_queda_levantar;5.669;-3.122;7.159;9.651;5.555;-3.156;7.082;9.538;5.65;-3.467;7.029;9.662;6.024;-3.936;7.384;10.31;5.578;-2.222;7.341;9.484;5.392;-2.71;7.604;9.708;5.478;-2.945;7.781;9.961;5.478;-7.456;7.408;11.852;4.142;-6.373;4.233;8.7;1.767;-8.38;1.738;8.739;1.48;-9.146;0.795;9.299;2.011;-9.38;1.413;9.697;2.078;-9.38;1.8;9.775;2.121;-9.179;2.088;9.65;2.121;-9.179;2.088;9.65;2.121;-9.179;2.088;9.65;2.121;-9.179;2.088;9.65;2.121;-9.179;2.088;9.65;2.121;-9.179;2.088;9.65;2.121;-9.179;2.088;9.65;2.121;-9.179;2.088;9.65;2.121;-9.179;2.088;9.65;2.121;-9.179;2.088;9.65;2.121;-9.179;2.088;9.65;2.121;-9.179;2.088;9.65;2.121;-9.179;2.088;9.65;2.121;-9.179;2.088;9.65;2.121;-9.179;2.088;9.65;2.121;-9.179;2.088;9.65;2.121;-9.179;2.088;9.65;2.121;-9.179;2.088;9.65;2.121;-9.179;2.088;9.65;2.121;-9.179;2.088;9.65;2.121;-9.179;2.088;9.65;2.121;-9.179;2.088;9.65;2.121;-9.179;2.088;9.65;2.121;-9.179;2.088;9.65;2.121;-9.179;2.088;9.65;2.121;-9.179;2.088;9.65;2.121;-9.179;2.088;9.65;2.121;-9.179;2.088;9.65;2.121;-9.179;2.088;9.65;2.121;-9.179;2.088;9.65;2.121;-9.179;2.088;9.65;2.121;-9.179;2.088;9.65;2.121;-9.179;2.088;9.65;2.121;-9.179;2.088;9.65;2.121;-9.179;2.088;9.65;2.121;-9.179;2.088;9.65
nao_queda_levantar;5.875;-2.543;7.216;9.647;5.358;-3.256;6.115;8.758;6.613;-2.346;7.049;9.946;5.602;-1.518;8.016;9.897;5.784;-3.084;6.804;9.448;5.708;-4.046;7.13;9.989;5.851;-4.065;7.398;10.271;6.464;-3.898;7.307;10.506;6.464;-4.204;7.992;11.106;6.383;-5.349;7.915;11.489;6.752;-4.444;6.862;10.603;6.22;-5.693;6.986;10.95;7.187;-8.538;8.222;13.862;6.211;-6.752;8.097;12.236;5.732;-8.112;7.585;12.497;5.799;-7.614;7.02;11.869;5.957;-7.317;7.513;12.061;6.182;-7.293;7.283;12.018;6.124;-7.269;6.493;11.511;5.617;-7.23;6.407;11.175;4.956;-6.589;5.966;10.177;5.023;-6.728;5.938;10.283;4.774;-6.862;5.478;9.994;4.482;-6.91;5.2;9.74;4.611;-6.78;4.812;9.508;4.492;-6.67;4.424;9.178;4.487;-6.919;4.63;9.458;4.812;-7.259;4.195;9.667;4.836;-6.843;3.941;9.26;4.707;-6.632;3.673;8.923;4.223;-6.642;3.721;8.706;3.428;-6.172;3.041;7.687;2.14;-5.492;2.164;6.279;2.04;-6.771;1.776;7.291;2.025;-7.743;1.987;8.246;1.982;-8.193;1.144;8.507;2.246;-8.226;0.982;8.584;2.356;-7.365;1.326;7.845;2.011;-7.183;0.972;7.522;1.623;-7.159;0.776;7.381;1.46;-7.614;0.464;7.766;1.384;-8.485;0.235;8.6;1.384;-9.017;0.565;9.14;1.47;-9.088;0.709;9.234;1.647;-9.093;0.747;9.271;1.633;-9.064;0.546;9.227;1.925;-9.486;1.168;9.749;2.241;-9.797;1.173;10.118;1.82;-9.783;0.867;9.988
nao_queda_levantar;5.397;-2.854;7.321;9.533;5.454;-2.878;7.283;9.543;5.425;-2.739;7.283;9.486;5.382;-3.405;7.326;9.707;5.88;-1.982;7.676;9.87;5.612;-2.543;7.518;9.72;5.406;-3.136;8.097;10.229;5.464;-7.939;7.379;12.138;3.041;-5.938;3.39;7.483;1.628;-7.566;1.417;7.868;2.131;-9.376;1.164;9.685;2.346;-9.041;1.743;9.501;2.389;-9.213;1.628;9.656;2.38;-9.189;1.561;9.62;2.38;-9.189;1.561;9.62;2.38;-9.189;1.561;9.62;2.38;-9.189;1.561;9.62;2.38;-9.189;1.561;9.62;2.38;-9.189;1.561;9.62;2.38;-9.189;1.561;9.62;2.38;-9.189;1.561;9.62;2.38;-9.189;1.561;9.62;2.38;-9.189;1.561;9.62;2.38;-9.189;1.561;9.62;2.38;-9.189;1.561;9.62;2.38;-9.189;1.561;9.62;2.38;-9.189;1.561;9.62;2.38;-9.189;1.561;9.62;2.38;-9.189;1.561;9.62;2.38;-9.189;1.561;9.62;2.38;-9.189;1.561;9.62;2.38;-9.189;1.561;9.62;2.38;-9.189;1.561;9.62;2.38;-9.189;1.561;9.62;2.38;-9.189;1.561;9.62;2.38;-9.189;1.561;9.62;2.38;-9.189;1.561;9.62;2.38;-9.189;1.561;9.62;2.38;-9.189;1.561;9.62;2.38;-9.189;1.561;9.62;2.38;-9.189;1.561;9.62;2.38;-9.189;1.561;9.62;2.38;-9.189;1.561;9.62;2.38;-9.189;1.561;9.62;2.38;-9.189;1.561;9.62;2.38;-9.189;1.561;9.62;2.38;-9.189;1.561;9.62;2.38;-9.189;1.561;9.62;2.38;-9.189;1.561;9.62
nao_queda_levantar;5.698;-2.571;7.274;9.591;5.607;-2.543;7.23;9.497;5.698;-2.682;7.288;9.632;5.286;-2.701;7.101;9.256;6.038;-2.318;7.063;9.577;5.847;-1.369;7.853;9.886;5.157;-3.285;8.102;10.15;5.631;-7.642;7.523;12.112;4.367;-6.656;4.836;9.315;1.441;-8.035;1.393;8.281;1.853;-9.491;0.819;9.704;1.968;-9.309;1.504;9.632;2.097;-9.28;1.657;9.657;2.025;-9.266;1.465;9.597;1.963;-9.409;1.47;9.724;1.963;-9.409;1.47;9.724;1.963;-9.409;1.47;9.724;1.963;-9.409;1.47;9.724;1.963;-9.409;1.47;9.724;1.963;-9.409;1.47;9.724;1.963;-9.409;1.47;9.724;1.963;-9.409;1.47;9.724;1.963;-9.409;1.47;9.724;1.963;-9.409;1.47;9.724;1.963;-9.409;1.47;9.724;1.963;-9.409;1.47;9.724;1.963;-9.409;1.47;9.724;1.963;-9.409;1.47;9.724;1.963;-9.409;1.47;9.724;1.963;-9.409;1.47;9.724;1.963;-9.409;1.47;9.724;1.963;-9.409;1.47;9.724;1.963;-9.409;1.47;9.724;1.963;-9.409;1.47;9.724;1.963;-9.409;1.47;9.724;1.963;-9.409;1.47;9.724;1.963;-9.409;1.47;9.724;1.963;-9.409;1.47;9.724;1.963;-9.409;1.47;9.724;1.963;-9.409;1.47;9.724;1.963;-9.409;1.47;9.724;1.963;-9.409;1.47;9.724;1.963;-9.409;1.47;9.724;1.963;-9.409;1.47;9.724;1.963;-9.409;1.47;9.724;1.963;-9.409;1.47;9.724;1.963;-9.409;1.47;9.724;1.963;-9.409;1.47;9.724;1.963;-9.409;1.47;9.724
nao_queda_levantar;5.866;-2.638;7.173;9.634;5.799;-2.619;7.072;9.513;5.392;-2.954;7.116;9.404;5.583;-2.547;6.924;9.252;4.951;-1.939;7.815;9.452;4.86;-2.614;7.92;9.653;6.287;-7.168;7.987;12.438;4.525;-6.843;4.803;9.506;2.466;-7.8;2.073;8.439;1.906;-9.155;1.202;9.429;2.246;-9.347;1.848;9.789;2.207;-9.117;2.025;9.597;2.279;-9.285;1.949;9.757;2.279;-9.285;1.949;9.757;2.279;-9.285;1.949;9.757;2.279;-9.285;1.949;9.757;2.279;-9.285;1.949;9.757;2.279;-9.285;1.949;9.757;2.279;-9.285;1.949;9.757;2.279;-9.285;1.949;9.757;2.279;-9.285;1.949;9.757;2.279;-9.285;1.949;9.757;2.279;-9.285;1.949;9.757;2.279;-9.285;1.949;9.757;2.279;-9.285;1.949;9.757;2.279;-9.285;1.949;9.757;2.279;-9.285;1.949;9.757;2.279;-9.285;1.949;9.757;2.279;-9.285;1.949;9.757;2.279;-9.285;1.949;9.757;2.279;-9.285;1.949;9.757;2.279;-9.285;1.949;9.757;2.279;-9.285;1.949;9.757;2.279;-9.285;1.949;9.757;2.279;-9.285;1.949;9.757;2.279;-9.285;1.949;9.757;2.279;-9.285;1.949;9.757;2.279;-9.285;1.949;9.757;2.279;-9.285;1.949;9.757;2.279;-9.285;1.949;9.757;2.279;-9.285;1.949;9.757;2.279;-9.285;1.949;9.757;2.279;-9.285;1.949;9.757;2.279;-9.285;1.949;9.757;2.279;-9.285;1.949;9.757;2.279;-9.285;1.949;9.757;2.279;-9.285;1.949;9.757;2.279;-9.285;1.949;9.757;2.279;-9.285;1.949;9.757
nao_queda_levantar;5.478;-2.926;7.369;9.637;5.368;-2.954;7.298;9.529;5.464;-2.878;7.35;9.6;5.411;-2.931;7.259;9.516;5.344;-2.902;7.283;9.488;5.612;-2.61;6.78;9.18;5.416;-2.265;7.776;9.743;4.764;-3.371;7.513;9.514;5.784;-5.861;8.643;11.938;4.061;-6.34;6.009;9.633;2.428;-7.336;2.605;8.154;1.106;-9.112;0.929;9.226;2.217;-9.538;1.853;9.967;2.294;-9.189;1.949;9.669;2.131;-9.218;2.227;9.719;2.227;-9.246;2.231;9.769;2.03;-9.232;2.198;9.705;2.03;-9.232;2.198;9.705;2.03;-9.232;2.198;9.705;2.03;-9.232;2.198;9.705;2.03;-9.232;2.198;9.705;2.03;-9.232;2.198;9.705;2.03;-9.232;2.198;9.705;2.03;-9.232;2.198;9.705;2.03;-9.232;2.198;9.705;2.03;-9.232;2.198;9.705;2.03;-9.232;2.198;9.705;2.03;-9.232;2.198;9.705;2.03;-9.232;2.198;9.705;2.03;-9.232;2.198;9.705;2.03;-9.232;2.198;9.705;2.03;-9.232;2.198;9.705;2.03;-9.232;2.198;9.705;2.03;-9.232;2.198;9.705;2.03;-9.232;2.198;9.705;2.03;-9.232;2.198;9.705;2.03;-9.232;2.198;9.705;2.03;-9.232;2.198;9.705;2.03;-9.232;2.198;9.705;2.03;-9.232;2.198;9.705;2.03;-9.232;2.198;9.705;2.03;-9.232;2.198;9.705;2.03;-9.232;2.198;9.705;2.03;-9.232;2.198;9.705;2.03;-9.232;2.198;9.705;2.03;-9.232;2.198;9.705;2.03;-9.232;2.198;9.705;2.03;-9.232;2.198;9.705;2.03;-9.232;2.198;9.705
nao_queda_levantar;5.933;-3.242;7.049;9.767;5.918;-2.94;6.977;9.61;5.914;-2.907;6.977;9.597;5.942;-2.935;6.914;9.578;5.88;-2.931;6.962;9.573;5.866;-2.897;6.948;9.543;5.861;-2.974;6.986;9.592;5.832;-2.988;7.049;9.624;5.851;-2.993;7.029;9.623;5.813;-2.557;7.058;9.495;5.823;-2.921;7.082;9.622;5.895;-2.959;7.053;9.657;5.856;-2.959;7.12;9.683;5.866;-2.964;7.025;9.62;5.842;-2.969;6.977;9.572;5.875;-2.964;6.967;9.584;5.861;-2.935;7.005;9.594;5.808;-2.926;7.096;9.626;5.751;-2.964;7.039;9.561;5.866;-2.959;7.005;9.604;5.856;-3.036;6.996;9.615;5.871;-2.954;6.996;9.599;5.827;-3.338;6.895;9.625;5.861;-2.974;7.034;9.627;5.885;-2.945;7.049;9.643;5.866;-2.931;7.025;9.609;5.837;-2.897;7.039;9.592;5.875;-2.926;6.996;9.593;5.861;-2.911;7.001;9.583;5.885;-2.945;6.991;9.601;5.928;-2.964;7.049;9.675;5.928;-2.629;7.173;9.67;5.875;-2.959;6.996;9.603;5.871;-2.998;7.01;9.622;5.875;-2.998;6.958;9.587;5.818;-3.036;7.02;9.609;5.837;-2.887;7.116;9.646;5.823;-3.007;6.953;9.554;5.851;-2.983;7.015;9.61;5.856;-2.945;6.958;9.559;5.837;-2.954;6.981;9.568;5.856;-2.988;6.962;9.576;5.827;-3.069;7.005;9.615;5.799;-3.045;6.991;9.58;5.832;-3.117;6.981;9.616;5.732;-3.112;6.919;9.509;5.722;-3.132;7.005;9.572;5.751;-3.352;7.068;9.709;5.76;-3.084;7.039;9.604
nao_queda_levantar;5.928;-3.103;6.819;9.553;5.981;-3.117;6.857;9.618;5.962;-3.103;6.809;9.567;5.933;-3.06;6.843;9.559;5.837;-3.615;7.087;9.867;6.349;-2.772;6.905;9.782;5.717;-1.839;6.986;9.213;5.765;-3.73;6.828;9.684;5.962;-7.23;7.484;11.993;3.428;-7.676;4.53;9.549;1.839;-7.398;2.61;8.057;0.618;-9.299;0.982;9.371;0.742;-9.821;1.221;9.924;1.097;-9.615;1.666;9.82;1.202;-9.495;1.451;9.681;1.116;-9.51;1.432;9.681;1.116;-9.51;1.432;9.681;1.116;-9.51;1.432;9.681;1.116;-9.51;1.432;9.681;1.116;-9.51;1.432;9.681;1.116;-9.51;1.432;9.681;1.116;-9.51;1.432;9.681;1.116;-9.51;1.432;9.681;1.116;-9.51;1.432;9.681;1.116;-9.51;1.432;9.681;1.116;-9.51;1.432;9.681;1.116;-9.51;1.432;9.681;1.116;-9.51;1.432;9.681;1.116;-9.51;1.432;9.681;1.116;-9.51;1.432;9.681;1.116;-9.51;1.432;9.681;1.116;-9.51;1.432;9.681;1.116;-9.51;1.432;9.681;1.116;-9.51;1.432;9.681;1.116;-9.51;1.432;9.681;1.116;-9.51;1.432;9.681;1.116;-9.51;1.432;9.681;1.116;-9.51;1.432;9.681;1.116;-9.51;1.432;9.681;1.116;-9.51;1.432;9.681;1.116;-9.51;1.432;9.681;1.116;-9.51;1.432;9.681;1.116;-9.51;1.432;9.681;1.116;-9.51;1.432;9.681;1.116;-9.51;1.432;9.681;1.116;-9.51;1.432;9.681;1.116;-9.51;1.432;9.681;1.116;-9.51;1.432;9.681;1.116;-9.51;1.432;9.681
nao_queda_levantar;5.856;-2.83;7.082;9.616;5.914;-2.849;7.044;9.628;5.847;-2.84;7.058;9.595;5.827;-3.371;6.914;9.651;6.081;-2.112;7.441;9.839;5.986;-2.021;7.412;9.739;6.622;-4.764;7.389;11.007;3.462;-8.107;8.629;12.335;3.045;-6.876;5.234;9.162;1.863;-8.806;2.025;9.226;1.173;-9.663;1.686;9.879;1.523;-9.256;1.834;9.558;1.882;-9.419;1.982;9.807;1.863;-9.251;2.064;9.66;1.863;-9.251;2.064;9.66;1.863;-9.251;2.064;9.66;1.863;-9.251;2.064;9.66;1.863;-9.251;2.064;9.66;1.863;-9.251;2.064;9.66;1.863;-9.251;2.064;9.66;1.863;-9.251;2.064;9.66;1.863;-9.251;2.064;9.66;1.863;-9.251;2.064;9.66;1.863;-9.251;2.064;9.66;1.863;-9.251;2.064;9.66;1.863;-9.251;2.064;9.66;1.863;-9.251;2.064;9.66;1.863;-9.251;2.064;9.66;1.863;-9.251;2.064;9.66;1.863;-9.251;2.064;9.66;1.863;-9.251;2.064;9.66;1.863;-9.251;2.064;9.66;1.863;-9.251;2.064;9.66;1.863;-9.251;2.064;9.66;1.863;-9.251;2.064;9.66;1.863;-9.251;2.064;9.66;1.863;-9.251;2.064;9.66;1.863;-9.251;2.064;9.66;1.863;-9.251;2.064;9.66;1.863;-9.251;2.064;9.66;1.863;-9.251;2.064;9.66;1.863;-9.251;2.064;9.66;1.863;-9.251;2.064;9.66;1.863;-9.251;2.064;9.66;1.863;-9.251;2.064;9.66;1.863;-9.251;2.064;9.66;1.863;-9.251;2.064;9.66;1.863;-9.251;2.064;9.66;1.863;-9.251;2.064;9.66
nao_queda_levantar;5.368;-2.638;7.489;9.584;5.435;-2.658;7.465;9.609;5.334;-2.691;7.484;9.577;5.234;-2.725;7.389;9.455;5.234;-2.854;7.302;9.427;5.148;-1.192;8.308;9.846;5.215;-3.792;7.403;9.817;7.312;-4.53;9.586;12.88;4.152;-7.01;6.153;10.21;3.165;-7.125;2.978;8.346;1.551;-7.987;1.125;8.214;2.088;-9.73;1.867;10.125;2.255;-9.443;2.346;9.988;1.963;-9.309;2.179;9.76;1.714;-9.179;1.618;9.477;1.714;-9.179;1.618;9.477;1.714;-9.179;1.618;9.477;1.714;-9.179;1.618;9.477;1.714;-9.179;1.618;9.477;1.714;-9.179;1.618;9.477;1.714;-9.179;1.618;9.477;1.714;-9.179;1.618;9.477;1.714;-9.179;1.618;9.477;1.714;-9.179;1.618;9.477;1.714;-9.179;1.618;9.477;1.714;-9.179;1.618;9.477;1.714;-9.179;1.618;9.477;1.714;-9.179;1.618;9.477;1.714;-9.179;1.618;9.477;1.714;-9.179;1.618;9.477;1.714;-9.179;1.618;9.477;1.714;-9.179;1.618;9.477;1.714;-9.179;1.618;9.477;1.714;-9.179;1.618;9.477;1.714;-9.179;1.618;9.477;1.714;-9.179;1.618;9.477;1.714;-9.179;1.618;9.477;1.714;-9.179;1.618;9.477;1.714;-9.179;1.618;9.477;1.714;-9.179;1.618;9.477;1.714;-9.179;1.618;9.477;1.714;-9.179;1.618;9.477;1.714;-9.179;1.618;9.477;1.714;-9.179;1.618;9.477;1.714;-9.179;1.618;9.477;1.714;-9.179;1.618;9.477;1.714;-9.179;1.618;9.477;1.714;-9.179;1.618;9.477;1.714;-9.179;1.618;9.477
nao_queda_levantar;6.129;-2.902;6.79;9.596;6.115;-2.863;6.804;9.586;6.086;-2.883;6.857;9.611;5.358;-3.405;6.297;8.942;6.91;-2.447;7.049;10.169;6.345;-3.869;6.847;10.105;6.129;-4.501;7.039;10.362;5.588;-8.159;6.675;11.931;3.572;-5.818;3.385;7.62;0.962;-6.752;0.268;6.825;1.135;-9.749;0.838;9.851;2.121;-9.352;1.508;9.707;1.887;-9.395;1.216;9.659;1.844;-9.471;1.302;9.737;1.844;-9.471;1.302;9.737;1.844;-9.471;1.302;9.737;1.844;-9.471;1.302;9.737;1.844;-9.471;1.302;9.737;1.844;-9.471;1.302;9.737;1.844;-9.471;1.302;9.737;1.844;-9.471;1.302;9.737;1.844;-9.471;1.302;9.737;1.844;-9.471;1.302;9.737;1.844;-9.471;1.302;9.737;1.844;-9.471;1.302;9.737;1.844;-9.471;1.302;9.737;1.844;-9.471;1.302;9.737;1.844;-9.471;1.302;9.737;1.844;-9.471;1.302;9.737;1.844;-9.471;1.302;9.737;1.844;-9.471;1.302;9.737;1.844;-9.471;1.302;9.737;1.844;-9.471;1.302;9.737;1.844;-9.471;1.302;9.737;1.844;-9.471;1.302;9.737;1.844;-9.471;1.302;9.737;1.844;-9.471;1.302;9.737;1.844;-9.471;1.302;9.737;1.844;-9.471;1.302;9.737;1.844;-9.471;1.302;9.737;1.844;-9.471;1.302;9.737;1.844;-9.471;1.302;9.737;1.844;-9.471;1.302;9.737;1.844;-9.471;1.302;9.737;1.844;-9.471;1.302;9.737;1.844;-9.471;1.302;9.737;1.844;-9.471;1.302;9.737;1.844;-9.471;1.302;9.737;1.844;-9.471;1.302;9.737
nao_queda_levantar;5.593;-2.854;7.35;9.667;5.497;-2.844;7.336;9.598;5.507;-2.816;7.412;9.654;5.938;-3.227;7.336;9.974;5.004;-2.672;6.603;8.705;5.909;-1.192;8.839;10.699;4.52;-3.352;7.183;9.125;4.492;-6.8;9.021;12.157;3.242;-6.608;5.861;9.409;2.255;-7.547;2.619;8.3;1.451;-8.868;1.561;9.121;1.963;-9.342;1.561;9.673;1.954;-9.481;2.025;9.89;2.025;-9.28;2.231;9.757;2.025;-9.28;2.231;9.757;2.025;-9.28;2.231;9.757;2.025;-9.28;2.231;9.757;2.025;-9.28;2.231;9.757;2.025;-9.28;2.231;9.757;2.025;-9.28;2.231;9.757;2.025;-9.28;2.231;9.757;2.025;-9.28;2.231;9.757;2.025;-9.28;2.231;9.757;2.025;-9.28;2.231;9.757;2.025;-9.28;2.231;9.757;2.025;-9.28;2.231;9.757;2.025;-9.28;2.231;9.757;2.025;-9.28;2.231;9.757;2.025;-9.28;2.231;9.757;2.025;-9.28;2.231;9.757;2.025;-9.28;2.231;9.757;2.025;-9.28;2.231;9.757;2.025;-9.28;2.231;9.757;2.025;-9.28;2.231;9.757;2.025;-9.28;2.231;9.757;2.025;-9.28;2.231;9.757;2.025;-9.28;2.231;9.757;2.025;-9.28;2.231;9.757;2.025;-9.28;2.231;9.757;2.025;-9.28;2.231;9.757;2.025;-9.28;2.231;9.757;2.025;-9.28;2.231;9.757;2.025;-9.28;2.231;9.757;2.025;-9.28;2.231;9.757;2.025;-9.28;2.231;9.757;2.025;-9.28;2.231;9.757;2.025;-9.28;2.231;9.757;2.025;-9.28;2.231;9.757;2.025;-9.28;2.231;9.757
