legenda;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados
nao_queda_deitar;-6.235;-7.752;0.01;9.948;-6.072;-7.791;-0.005;9.877;-5.99;-7.661;-0.163;9.727;-5.478;-7.949;-0.177;9.655;-4.362;-8.543;-0.46;9.603;-4.985;-8.198;-0.541;9.61;-4.233;-8.466;-0.828;9.501;-4.319;-8.696;-1.044;9.765;-2.538;-9.237;-0.962;9.627;-3.701;-8.863;-1.571;9.733;-2.399;-9.395;-1.796;9.861;-2.528;-9.189;-1.633;9.669;-2.471;-9.088;-1.781;9.585;-2.184;-9.127;-1.848;9.565;-2.471;-9.251;-1.192;9.649;-2.84;-9.404;-1.551;9.946;-3.084;-8.964;-2.203;9.732;-3.587;-8.815;-2.049;9.735;-3.587;-9.261;-2.26;10.185;-3.754;-8.748;-2.116;9.752;-3.936;-8.801;-1.915;9.83;-3.893;-8.562;-2.088;9.634;-3.601;-9.05;-1.891;9.922;-4.003;-8.26;-3.122;9.695;-4.865;-8.246;-2.835;9.985;-14.111;-7.896;1.039;16.204;-6.876;-4.496;1.451;8.343;-4.86;-1.925;2.725;5.895;-4.774;-1.604;1.901;5.383;-11.933;-6.795;-1.336;13.796;-12.479;2.533;-3.735;13.27;-9.194;3.96;-7.503;12.51;-6.268;6.867;-5.042;10.576;-1.537;7.666;-5.952;9.826;-7.843;8.734;-1.925;11.896;-12.038;3.491;-7.786;14.755;-10.013;3.452;-1.882;10.757;-10.199;2.959;-2.983;11.031;-9.85;3.179;-3.294;10.862;-9.965;3.17;-3.4;10.996;-9.96;3.036;-3.098;10.863;-10.036;3.021;-3.012;10.906;-9.946;2.978;-3.007;10.809;-10.08;2.964;-2.83;10.881;-9.965;3.002;-3.012;10.834;-10.008;2.945;-2.782;10.797;-10.151;2.94;-2.926;10.966;-10.214;2.902;-2.792;10.979;-10.056;2.902;-2.854;10.848
nao_queda_deitar;-4.707;-8.49;-0.134;9.708;-4.841;-8.337;0.057;9.64;-4.415;-8.715;-0.096;9.77;-4.899;-8.686;0.048;9.972;-4.31;-8.27;0.306;9.33;-3.998;-8.796;-0.172;9.664;-3.874;-8.873;-0.388;9.689;-3.443;-8.921;-0.627;9.583;-2.308;-9.366;-0.986;9.697;-2.619;-9.242;-1.116;9.67;-2.777;-9.199;-1.839;9.783;-2.303;-9.069;-2.049;9.579;-1.911;-9.227;-2.093;9.653;-2.916;-9.155;-1.633;9.746;-3.16;-8.926;-2.222;9.726;-2.902;-8.844;-2.342;9.598;-3.122;-8.94;-2.231;9.729;-2.916;-8.954;-2.318;9.698;-2.72;-8.959;-2.174;9.612;-2.49;-8.93;-2.164;9.52;-3.002;-8.557;-2.184;9.327;-4.99;-7.666;-0.512;9.161;-6.383;-7.341;0.8;9.76;-7.982;-4.458;1.164;9.217;-17.439;0.139;-0.359;17.444;-9.84;1.551;3.194;10.461;-4.602;6.321;1.532;7.967;-3.979;7.839;-0.982;8.845;-2.931;6.191;1.666;7.05;6.139;-4.338;1.044;7.589;-31.182;-7.14;-4.396;32.29;-8.423;2.351;-1.039;8.806;-9.366;2.423;0.34;9.68;-10.511;2.251;-0.608;10.766;-10.539;2.298;-0.584;10.803;-10.525;2.318;-0.694;10.799;-10.491;2.298;-0.594;10.757;-10.52;2.279;-0.723;10.788;-10.511;2.332;-0.651;10.786;-10.491;2.279;-0.675;10.757;-10.496;2.298;-0.661;10.765;-10.534;2.337;-0.709;10.814;-10.52;2.294;-0.666;10.788;-10.539;2.265;-0.694;10.802;-10.458;2.322;-0.69;10.735;-10.554;2.279;-0.527;10.81;-10.501;2.246;-0.239;10.741;-10.602;2.246;0.211;10.839;-10.467;2.217;0.359;10.706
nao_queda_deitar;-6.129;-7.853;0.742;9.989;-6;-7.685;0.46;9.761;-5.856;-8.203;0.22;10.081;-5.617;-7.752;-0.062;9.574;-4.894;-8.677;-0.287;9.966;-4.99;-8.432;-0.532;9.812;-4.741;-8.423;-0.814;9.699;-4.319;-8.734;-0.603;9.762;-4.195;-8.882;-1.039;9.878;-3.318;-9.261;-0.867;9.875;-3.089;-8.447;-1.762;9.165;-2.772;-9.261;-0.9;9.709;-2.705;-9.337;-1.092;9.783;-1.92;-8.753;-1.379;9.067;-1.03;-9.227;-0.905;9.329;-0.915;-9.73;-0.915;9.816;-1.633;-9.462;-1.216;9.678;-2.456;-9.778;-1.35;10.172;-1.628;-9.117;-2.409;9.569;-1.973;-9.208;-1.776;9.583;-1.949;-9.218;-1.958;9.623;-1.01;-9.419;-0.948;9.52;-5.42;-8.313;-2.701;10.285;-5.947;-8.15;-0.771;10.118;-6.522;-4.377;2.428;8.221;-20.657;2.222;0.627;20.786;-6.981;1.35;1.216;7.214;-7.714;2.959;4.013;9.185;-5.191;5.938;3.496;8.627;-10.793;9.668;2.552;14.713;-10.171;1.762;5.847;11.863;-8.83;0.589;-0.555;8.867;-11.569;0.383;0.33;11.58;-11.325;-0.115;0.259;11.328;-10.491;0.163;0.086;10.493;-10.64;0.048;0.029;10.64;-10.693;-0.005;0.053;10.693;-10.649;0.024;0.053;10.65;-10.558;0.014;0.091;10.559;-10.645;0.048;0.053;10.645;-10.568;0;0.235;10.571;-10.463;0.766;0.397;10.498;-10.98;-0.067;0.297;10.984;-10.362;0.182;0.01;10.364;-10.908;0.254;0.498;10.922;-10.86;0.019;0.742;10.885;-10.242;0.287;1.614;10.373;-9.979;0.464;2.677;10.342;-10.07;0.35;3.323;10.61
nao_queda_sentar;-0.148;2.605;8.71;9.092;0.891;2.605;9.122;9.528;1.968;1.772;8.341;8.752;1.116;1.432;8.696;8.883;1.058;0.177;9.682;9.741;-0.311;0.134;10.032;10.037;-1.13;-0.699;9.342;9.436;-1.149;-1.767;8.226;8.492;-1.963;-3.079;7.743;8.561;-4.764;-3.836;8.806;10.722;-4.985;-4.831;6.67;9.627;-6.565;-5.875;5.013;10.137;-7.259;-5.856;3.668;10.022;-7.216;-5.397;2.902;9.467;-8.691;-6.469;1.183;10.899;-7.288;-5.516;1.36;9.241;-9.036;-6.78;0.522;11.309;-6.278;-7.379;-0.086;9.688;-6.488;-7.91;-0.215;10.233;-5.1;-7.503;-0.23;9.075;-5.368;-8.203;-0.618;9.822;-5.152;-8.691;-0.527;10.117;-3.85;-9.045;-0.215;9.833;-2.978;-9.088;-0.077;9.564;-3.476;-8.701;-0.292;9.374;-3.807;-8.629;0.134;9.432;-5.267;-7.757;-0.541;9.392;-9.29;-5.598;-0.239;10.848;-10.673;-2.002;1.235;10.929;-10.831;0.838;1.896;11.028;-9.907;1.824;0.038;10.074;-10.257;1.954;0.124;10.442;-10.113;2.394;0.34;10.398;-10.238;2.021;0.412;10.443;-10.185;2.212;0.378;10.429;-10.329;2.184;0.508;10.569;-10.094;2.179;0.412;10.335;-10.065;2.102;0.479;10.294;-10.161;2.131;0.46;10.392;-10.094;2.145;0.488;10.331;-10.127;2.164;0.431;10.365;-10.094;2.049;0.493;10.312;-10.228;2.069;0.57;10.451;-9.855;2.049;0.508;10.078;-9.984;1.844;0;10.153;-9.644;2.562;-0.053;9.978;-9.232;1.92;-0.239;9.433;-10.127;0.196;-0.613;10.148;-10.333;-0.249;-0.814;10.368
nao_queda_sentar;-0.632;2.073;9.074;9.329;-0.575;2.217;9.055;9.34;-0.532;1.906;8.566;8.792;-0.239;1.03;9.333;9.392;-1.781;0.12;9.778;9.94;-3.242;-0.79;9.337;9.916;-2.82;-2.255;9.27;9.949;-3.112;-3.05;9.151;10.135;-3.979;-4.946;8.447;10.566;-5.138;-6.9;5.397;10.155;-6.139;-6.455;3.831;9.697;-6.742;-5.981;2.514;9.357;-7.963;-6.483;0.666;10.29;-7.585;-5.904;0.431;9.622;-8.413;-6.172;-0.019;10.435;-7.824;-6.929;-0.541;10.465;-7.087;-7.025;-0.46;9.989;-5.387;-7.527;-0.579;9.274;-6.416;-8.308;-0.436;10.506;-4.884;-8.906;-0.225;10.16;-4.549;-9.333;-0.306;10.387;-3.304;-8.428;-0.771;9.085;-3.519;-9.112;-1.776;9.929;-3.385;-8.921;-1.211;9.618;-3.649;-8.705;-1.614;9.576;-3.361;-9.079;-1.69;9.828;-3.596;-8.878;-0.967;9.627;-4.846;-8.557;-0.263;9.837;-8.021;-5.444;0.622;9.714;-5.449;-5.32;-0.124;7.616;-10.989;-2.863;0.584;11.371;-12.388;1.451;0.498;12.482;-10.003;1.896;0.742;10.208;-9.984;2.246;0.814;10.266;-9.95;1.762;0.939;10.149;-10.214;1.786;0.962;10.413;-10.175;1.772;0.651;10.349;-10.137;1.724;0.666;10.304;-10.094;1.748;0.68;10.267;-10.127;1.839;0.761;10.321;-10.185;1.796;0.699;10.366;-9.922;1.8;0.555;10.099;-10.084;1.872;0.555;10.272;-10.166;2.006;0.532;10.375;-10.238;2.054;0.608;10.459;-10.003;1.987;0.67;10.22;-9.965;2.073;0.622;10.197;-9.946;2.37;0.752;10.252;-9.989;2.289;0.91;10.288
nao_queda_sentar;-0.728;2.217;9.328;9.615;-0.484;1.944;9.208;9.424;-0.862;2.385;8.653;9.017;-1.307;1.331;8.241;8.449;-3.304;0.225;9.175;9.754;-2.935;-0.512;8.926;9.41;-3.974;-2.576;7.355;8.748;-4.587;-3.936;7.853;9.91;-5.794;-5.363;6.862;10.46;-6.292;-5.464;5.095;9.767;-7.57;-6.302;3.007;10.299;-7.321;-5.401;2.538;9.446;-7.681;-6.014;1.183;9.827;-7.714;-5.861;0.699;9.713;-7.245;-6.527;-0.225;9.754;-7.154;-7.671;-0.565;10.504;-5.693;-7.963;0.038;9.789;-6.306;-8.935;-0.637;10.955;-6.287;-7.954;-0.464;10.149;-5.401;-7.733;-0.685;9.458;-4.937;-8.116;-0.316;9.505;-4.535;-9.29;-0.024;10.337;-4.252;-8.835;-0.369;9.812;-4.123;-8.844;-0.565;9.774;-4.305;-9.012;-0.699;10.012;-3.587;-9.299;-0.852;10.003;-3.692;-8.983;-1.039;9.768;-3.764;-8.921;-1.259;9.764;-3.735;-8.643;-1.326;9.509;-5.703;-8.198;1.513;10.1;-8.246;-5.856;0.503;10.126;-9.869;-4.377;1.202;10.863;-10.252;-2.902;0.781;10.683;-11.09;-0.33;1.13;11.152;-11.013;1.058;1.063;11.115;-10.525;1.925;0.771;10.727;-10.046;2.045;0.723;10.277;-9.993;1.753;1.12;10.208;-10.199;1.753;1.039;10.401;-10.099;1.839;1.053;10.319;-10.132;1.772;1.03;10.337;-10.18;1.681;0.991;10.365;-10.156;1.776;0.982;10.357;-10.195;1.772;1.14;10.41;-9.787;1.906;0.871;10.009;-9.898;2.231;0.967;10.192;-9.946;2.327;1.03;10.266;-9.855;2.476;0.958;10.206;-10.099;2.638;0.742;10.464
nao_queda_sentar;-0.512;2.313;8.969;9.276;-0.077;2.471;9.682;9.993;-0.709;2.15;9.677;9.939;0.067;1.125;9.151;9.22;-0.393;0.192;9.682;9.692;-1.384;-0.508;10.53;10.632;-2.567;-1.484;9.131;9.601;-2.734;-2.739;8.686;9.509;-2.916;-3.381;8.025;9.184;-2.523;-4.635;7.939;9.533;-4.87;-5.602;6.158;9.645;-6.862;-6.321;4.583;10.394;-6.469;-6.1;4.104;9.793;-7.13;-6.335;2.193;9.787;-7.973;-5.636;1.518;9.881;-8.174;-6.081;0.627;10.207;-8.179;-5.488;-0.469;9.86;-6.215;-6.608;-0.637;9.094;-6.9;-6.986;-0.651;9.841;-6.091;-8.03;-0.522;10.092;-5.296;-7.91;-0.627;9.54;-4.927;-8.748;-0.795;10.072;-4.899;-8.389;-1.111;9.778;-4.089;-8.978;-0.761;9.895;-3.797;-9.151;-1.14;9.973;-2.902;-7.685;-1.087;8.287;-3.28;-9.227;-1.494;9.906;-3.831;-8.365;-0.196;9.203;-4.87;-7.776;0.01;9.175;-7.8;-6.235;1.48;10.095;-9.658;-4.635;0.225;10.715;-11.593;-2.035;2.404;12.013;-10.745;1.915;0.79;10.943;-10.324;1.173;1.369;10.48;-10.645;2.083;0.871;10.881;-10.046;2.006;1.058;10.299;-10.104;1.767;0.972;10.303;-10.118;1.719;1.097;10.321;-10.204;1.714;0.972;10.393;-9.974;1.863;1.044;10.2;-9.869;1.992;0.967;10.114;-10.08;1.973;1.12;10.332;-10.075;2.222;0.929;10.359;-10.08;2.634;0.622;10.437;-9.639;2.413;1.216;10.011;-9.869;2.423;0.737;10.189;-9.567;2.093;0.532;9.808;-9.883;2.102;0.589;10.121;-10.19;1.154;0.512;10.268
nao_queda_sentar;-0.886;1.978;9.634;9.875;-0.824;1.46;8.648;8.809;-0.364;1.188;10.008;10.085;0.029;0.637;9.797;9.818;0.168;-0.79;9.85;9.883;-0.608;-1.652;9.73;9.888;-3.012;-2.456;9.28;10.061;-2.5;-3.749;7.23;8.52;-4.985;-4.702;7.757;10.35;-5.78;-5.497;6.536;10.312;-6.737;-6.124;2.974;9.578;-6.335;-6.239;3.96;9.734;-7.791;-6.33;2.763;10.412;-8.284;-6.134;0.12;10.308;-7.724;-5.923;-0.048;9.734;-7.25;-7.312;-0.062;10.297;-7.226;-7.839;-0.239;10.664;-5.751;-7.556;0.177;9.497;-5.018;-8.6;-0.139;9.958;-4.137;-8.772;-0.086;9.699;-4.338;-8.811;-0.575;9.838;-3.117;-8.265;-0.895;8.878;-3.74;-8.926;-0.958;9.725;-3.428;-8.978;-1.025;9.665;-3.907;-8.93;-0.742;9.776;-5.076;-6.876;1.231;8.635;-7.369;-8.207;0.484;11.041;-9.591;-2.586;-0.584;9.951;-11.392;-0.948;1.8;11.572;-11.042;0.503;1.154;11.114;-10.218;1.776;0.781;10.401;-9.993;2.011;1.264;10.272;-10.372;1.585;1.393;10.584;-10.195;1.518;0.958;10.351;-9.902;1.714;1.288;10.132;-9.965;2.16;0.982;10.243;-9.711;2.231;0.852;10;-9.984;2.409;1.039;10.323;-9.979;2.567;1.164;10.369;-9.754;2.303;1.058;10.078;-10.142;2.093;0.699;10.379;-9.385;1.12;0.455;9.463;-10.228;1.173;0.225;10.298;-10.309;0.943;0.46;10.363;-9.835;0.632;0.737;9.883;-10.343;-0.105;0.632;10.363;-10.151;-0.781;0.536;10.195;-10.266;-0.809;0.555;10.313;-10.329;-0.168;0.316;10.335
nao_queda_sentar;-0.809;2.399;9.347;9.684;-0.651;2.38;9.313;9.635;-0.038;1.973;8.988;9.202;-1.202;1.824;8.906;9.17;-1.609;0.733;9.677;9.838;-1.997;0.034;9.491;9.698;-2.744;-0.522;9.481;9.884;-3.907;-1.374;8.868;9.788;-3.831;-2.557;7.719;8.989;-4.736;-4.334;7.987;10.247;-5.325;-5.243;6.838;10.129;-8.255;-5.794;4.204;10.927;-7.719;-4.946;2.792;9.583;-7.748;-5.727;0.713;9.661;-8.916;-5.373;0.354;10.416;-8.169;-5.215;-0.498;9.704;-7.02;-6.699;-0.038;9.703;-6.747;-6.742;-0.441;9.548;-6.536;-7.7;-0.263;10.103;-5.569;-7.475;-0.235;9.324;-5.162;-7.556;-0.661;9.175;-4.597;-7.705;-1.154;9.046;-4.52;-8.337;-0.915;9.527;-3.917;-8.892;-0.986;9.766;-4.08;-8.188;-0.551;9.165;-3.443;-8.662;-0.857;9.361;-4.42;-8.274;0.536;9.396;-8.04;-5.784;-0.192;9.906;-7.743;-4.525;0.441;8.979;-10.099;-3.443;-0.57;10.685;-10.051;-0.177;1.374;10.146;-10.678;0.977;0.541;10.736;-10.027;1.384;1.006;10.172;-10.166;1.81;1.087;10.383;-10.247;1.776;1.053;10.453;-10.032;1.599;1.681;10.296;-10.108;1.757;1.207;10.331;-10.07;1.824;1.393;10.328;-10.357;1.935;1.164;10.6;-10.396;1.614;0.982;10.566;-10.104;1.714;0.723;10.273;-10.381;1.815;0.838;10.572;-10.156;1.82;0.603;10.336;-9.869;1.805;0.666;10.055;-10.127;1.168;0.474;10.206;-12.292;1.47;0.436;12.387;-10.525;-0.024;0.072;10.525;-10.204;-0.292;0.153;10.209;-9.946;-0.469;0.575;9.973
nao_queda_sentar;-0.498;1.537;9.376;9.514;-0.129;1.14;9.194;9.265;-0.426;0.895;9.433;9.485;-1.087;0.737;9.859;9.946;-1.59;0.12;9.361;9.496;-2.064;-0.441;8.6;8.855;-3.318;-0.608;9.256;9.852;-3.108;-1.987;8.471;9.239;-4.645;-3.242;7.168;9.136;-5.387;-4.429;6.943;9.841;-6.618;-5.291;5.583;10.147;-7.369;-5.665;4.458;10.309;-7.135;-5.119;3.165;9.334;-7.594;-6.009;1.729;9.838;-8.236;-4.137;1.393;9.322;-8.207;-4.999;0.105;9.611;-8.863;-5.186;0.129;10.27;-8.408;-5.162;-0.22;9.869;-7.896;-5.99;-0.536;9.926;-5.746;-7.101;-1.12;9.203;-6.732;-6.996;-0.441;9.719;-5.315;-9.127;-0.943;10.604;-4.482;-8.633;0.053;9.728;-4.147;-9.438;0.177;10.31;-3.5;-9.313;0.34;9.955;-4.415;-8.471;0.206;9.554;-4.472;-8.638;-0.508;9.741;-4.147;-8.902;-0.474;9.832;-4.123;-8.902;-0.211;9.812;-4.793;-8.265;0.603;9.573;-5.914;-8.217;1.283;10.205;-7.298;-5.65;0.656;9.253;-8.701;-4.559;0.527;9.837;-10.496;-1.082;0.857;10.587;-10.022;0.699;1.757;10.199;-10.257;0.814;1.595;10.412;-9.859;1.087;1.839;10.088;-9.979;1.279;1.858;10.231;-10.439;1.326;1.709;10.661;-9.912;1.432;1.944;10.202;-9.878;1.432;2.035;10.187;-10.027;1.413;1.839;10.292;-10.123;1.528;1.796;10.394;-10.166;1.47;1.638;10.401;-10.166;1.47;1.638;10.401;-10.166;1.47;1.638;10.401;-10.166;1.47;1.638;10.401;-10.166;1.47;1.638;10.401;-10.166;1.47;1.638;10.401
nao_queda_sentar;-0.134;1.226;9.318;9.399;-0.067;1.106;9.227;9.294;0.182;0.766;9.304;9.337;-0.589;0.57;9.529;9.564;-1.159;0.014;9.548;9.618;-2.203;-0.895;8.332;8.664;-1.202;-2.246;8.332;8.712;-2.624;-3.443;7.824;8.942;-4.899;-5.205;7.882;10.64;-5.813;-5.636;5.794;9.956;-7.355;-5.406;4.453;10.156;-7.379;-5.804;0.666;9.411;-8.562;-5.464;-0.474;10.167;-8.265;-5.866;-0.484;10.146;-6.752;-6.919;-0.579;9.685;-6.972;-7.235;-0.67;10.07;-5.933;-7.805;-0.986;9.853;-5.588;-8.552;-0.982;10.263;-4.41;-8.739;-0.474;9.8;-3.323;-9.112;-0.479;9.711;-3.223;-9.969;-0.311;10.482;-3.266;-9.208;-0.599;9.788;-3.141;-9.002;-0.503;9.548;-3.122;-9.246;-0.283;9.763;-3.4;-8.978;-0.005;9.6;-4.429;-7.824;0.991;9.045;-6.661;-6.804;0.905;9.565;-9.261;-5.143;1.202;10.661;-11.186;-1.116;0.546;11.254;-9.998;0.302;1.14;10.067;-10.544;0.56;0.838;10.592;-10.424;1.111;0.958;10.527;-10.065;1.135;1.077;10.186;-10.228;1.034;1.331;10.366;-10.161;1.255;0.991;10.286;-10.171;1.097;1.039;10.282;-10.017;1.149;1.384;10.178;-10.19;0.986;0.733;10.264;-9.984;1.211;0.819;10.09;-10.07;1.566;0.728;10.217;-10.42;1.666;0.484;10.563;-10.156;1.571;0.45;10.287;-10.242;1.705;0.22;10.386;-9.452;0.407;-0.33;9.467;-10.329;-0.115;-0.311;10.334;-10.281;-0.273;-0.215;10.287;-10.262;-0.474;0.263;10.276;-10.262;-0.685;0.469;10.295;-10.209;-0.862;0.546;10.26
nao_queda_sentar;-0.378;2.926;8.911;9.387;-0.225;3.275;9.002;9.582;-0.148;1.848;9.055;9.243;-0.718;1.312;9.189;9.31;-2.327;0.905;9.855;10.166;-1.47;-0.268;8.82;8.946;-1.642;-1.279;9.266;9.496;-1.729;-2.892;7.527;8.247;-3.448;-5.018;8.169;10.188;-5.871;-6.287;7.278;11.268;-6.843;-6.254;4.53;10.317;-7.35;-5.186;3.093;9.512;-7.676;-4.468;0.426;8.892;-8.681;-4.214;1.336;9.742;-7.503;-5.353;1.25;9.302;-7.906;-6.608;0.177;10.305;-7.02;-6.795;-0.804;9.803;-5.751;-8.198;-0.287;10.018;-5.31;-7.604;-0.599;9.294;-5.205;-8.49;-0.79;9.99;-3.95;-8.815;-0.814;9.694;-3.773;-9.275;-0.33;10.019;-2.964;-9.361;-0.943;9.865;-3.103;-9.443;-1.211;10.013;-3.74;-8.997;-1.997;9.946;-3.323;-8.835;-1.575;9.57;-3.587;-8.633;-0.962;9.398;-4.932;-7.93;0.551;9.355;-8.337;-3.946;-0.311;9.228;-10.803;-3.783;2.705;11.761;-9.256;0.982;3.39;9.906;-10.238;1.609;0.043;10.363;-10.477;1.513;0.278;10.589;-10.276;1.997;0.335;10.473;-10.233;1.714;0.431;10.384;-10.08;1.738;0.474;10.239;-10.247;1.8;0.373;10.411;-10.123;1.623;0.651;10.273;-10.228;1.853;0.397;10.402;-10.108;1.772;0.57;10.278;-10.07;1.805;0.685;10.253;-10.089;1.805;0.555;10.264;-10.171;1.834;0.622;10.353;-10.104;1.839;0.685;10.292;-10.137;1.834;0.622;10.32;-10.07;1.915;0.622;10.269;-10.185;2.433;0.627;10.49;-10.285;1.882;0.589;10.473;-10.252;1.887;0.383;10.431
nao_queda_sentar;-0.508;2.715;8.71;9.138;0.522;3.223;8.724;9.315;0.881;2.025;9.366;9.623;0.364;2.212;8.313;8.61;0.469;1.135;8.432;8.521;-0.728;0.024;9.069;9.098;-2.514;-1.159;8.471;8.912;-3.845;-1.02;4.578;6.065;-4.803;-3.735;6.867;9.174;-8.428;-4.525;6.201;11.4;-8.504;-4.271;4.439;10.501;-7.958;-3.692;2.145;9.031;-8.499;-4.501;0.469;9.629;-8.346;-5.947;0.555;10.263;-8.528;-7.092;0.043;11.092;-7.163;-7.302;-0.101;10.23;-5.511;-7.719;-0.35;9.491;-5.1;-9.826;0.115;11.071;-3.907;-8.878;-0.498;9.712;-3.424;-9.716;-0.426;10.31;-2.935;-9.16;-0.905;9.661;-3.831;-9.16;-1.13;9.993;-3.783;-9.084;-1.384;9.937;-3.409;-9.017;-1.293;9.726;-3.831;-8.906;-1.25;9.776;-3.505;-9.079;-1.135;9.798;-3.639;-8.95;-0.962;9.709;-3.706;-8.724;-0.201;9.481;-4.879;-7.757;1.944;9.368;-3.898;-5.258;-0.474;6.562;-14.48;1.475;1.13;14.599;-10.673;3.007;-0.709;11.111;-10.214;1.264;1.144;10.355;-10.262;2.112;0.627;10.495;-10.386;1.733;0.905;10.569;-10.118;1.776;0.934;10.315;-10.214;1.743;1.01;10.41;-10.214;1.872;0.814;10.416;-10.08;1.834;0.905;10.285;-10.108;1.867;0.91;10.32;-10.08;1.733;1.053;10.282;-10.185;1.82;0.852;10.381;-10.137;1.743;0.977;10.332;-10.099;1.853;0.982;10.314;-10.046;1.858;0.986;10.264;-10.108;1.848;0.728;10.302;-10.142;1.867;0.871;10.349;-10.022;1.915;0.685;10.226;-10.233;2.174;0.685;10.484
nao_queda_sentar;-0.584;2.389;8.892;9.226;0.919;2.126;9.5;9.778;0.718;1.547;7.46;7.653;-0.359;0.9;10.118;10.164;-0.182;-0.062;9.136;9.138;-2.112;-1.173;9.969;10.258;-1.317;-3.606;6.819;7.825;-3.51;-5.42;8.437;10.625;-4.774;-6.436;5.325;9.621;-6.014;-6.009;3.467;9.182;-6.613;-6.196;1.188;9.14;-8.37;-6.91;0.124;10.854;-6.421;-6.618;0.043;9.221;-5.832;-7.259;0.091;9.312;-5.909;-9.299;-0.359;11.023;-5.416;-8.461;-0.35;10.052;-6.072;-7.365;-0.441;9.555;-4.798;-8.423;-0.273;9.697;-3.898;-9.404;-0.139;10.181;-3.141;-9.079;-0.043;9.607;-3.778;-8.935;-0.876;9.741;-3.855;-8.787;-0.33;9.601;-3.903;-8.945;-1.13;9.824;-3.898;-8.93;-1.144;9.811;-3.29;-8.926;-0.819;9.548;-5.995;-7.398;0.397;9.531;-7.69;-4.827;-0.843;9.118;-9.51;-3.371;0.326;10.095;-12.014;0.56;1.58;12.131;-9.855;1.882;-0.345;10.039;-9.697;2.495;0.814;10.045;-10.18;2.241;0.828;10.457;-10.238;2.112;0.632;10.472;-10.08;2.002;0.699;10.3;-10.08;2.021;0.632;10.3;-10.123;2.016;0.642;10.341;-10.19;2.045;0.699;10.416;-10.06;2.011;0.757;10.287;-10.08;2.025;0.709;10.305;-9.936;2.059;0.79;10.178;-9.998;2.174;0.661;10.253;-10.185;2.437;0.713;10.497;-9.931;2.389;0.747;10.242;-10.051;2.289;1.13;10.37;-9.922;2.533;1.082;10.297;-10.19;2.054;0.742;10.421;-10.137;1.935;0.862;10.356;-10.453;1.288;0.608;10.55;-10.242;1.465;0.924;10.388
nao_queda_sentar;-0.034;1.762;9.778;9.935;-1.058;1.973;9.802;10.054;-1.259;1.384;10.094;10.266;-0.479;0.661;9.031;9.068;-1.403;0.412;8.959;9.078;-1.954;-0.876;9.304;9.547;-2.37;-2.581;9.002;9.66;-5.842;-3.381;6.871;9.632;-5.665;-4.831;6.306;9.757;-7.647;-5.689;3.768;10.249;-8.337;-4.951;2.552;10.026;-7.963;-4.875;0.766;9.368;-8.945;-5.31;-0.575;10.418;-8.289;-5.698;-0.345;10.064;-8.021;-6.115;-0.733;10.112;-7.168;-7.609;-0.541;10.468;-5.593;-7.685;-0.455;9.516;-5.109;-8.226;-0.283;9.688;-4.367;-9.347;-0.311;10.322;-4.688;-9.29;-0.139;10.406;-3.352;-9.371;-0.077;9.953;-2.768;-9.203;-0.168;9.612;-3.103;-9.036;-1.341;9.647;-2.983;-9.045;-1.149;9.594;-3.165;-9.041;-1.494;9.694;-3.199;-9.117;-1.317;9.751;-3.376;-8.844;-0.934;9.512;-4.085;-7.93;-0.014;8.92;-5.847;-6.325;0.335;8.62;-8.399;-4.046;-0.646;9.345;-16.482;-2.121;3.347;16.951;-9.687;1.053;0.34;9.75;-9.989;1.149;1.279;10.135;-10.367;1.245;1.144;10.504;-10.18;1.556;1.116;10.359;-10.199;1.384;1.336;10.379;-10.147;1.432;1.192;10.316;-10.195;1.422;1.178;10.36;-10.147;1.346;1.259;10.313;-10.218;1.437;1.307;10.401;-10.027;1.48;1.288;10.217;-10.123;1.451;1.384;10.319;-9.955;1.403;1.341;10.142;-10.262;1.676;1.154;10.461;-10.046;1.681;1.101;10.245;-10.151;1.92;0.862;10.367;-10.123;1.815;0.967;10.329;-10.348;1.312;1.135;10.492;-10.166;1.097;1.13;10.287
